ds,item id,ingredient,y
2018-07-03,0851234006500-AL,Costa Rica,1.77
2018-07-03,0851234006500-AL,Sumatra,1.77
2018-07-03,0851234006500-AL,Ethiopia,1.77
2018-07-05,0851234006408-AL,Colombia,14.64
2018-07-05,0851234006500-AL,Colombia,0.59
2018-07-05,0851234006500-AL,Costa Rica,0.59
2018-07-05,0851234006500-AL,Sumatra,0.59
2018-07-05,0851234006500-AL,Ethiopia,0.59
2018-07-08,0851234006500-AL,Colombia,0.59
2018-07-08,0851234006500-AL,Costa Rica,0.59
2018-07-08,0851234006500-AL,Sumatra,0.59
2018-07-08,0851234006500-AL,Ethiopia,0.59
2018-07-11,0851234006500-AL,Colombia,0.59
2018-07-11,0851234006500-AL,Costa Rica,0.59
2018-07-11,0851234006500-AL,Sumatra,0.59
2018-07-11,0851234006500-AL,Ethiopia,0.59
2018-07-11,0851234006500-AL,Colombia,2.9499999999999997
2018-07-11,0851234006500-AL,Costa Rica,2.9499999999999997
2018-07-11,0851234006500-AL,Sumatra,2.9499999999999997
2018-07-11,0851234006500-AL,Ethiopia,2.9499999999999997
2018-07-11,0851234006163-AL,Ethiopia,2.13
2018-07-17,0851234006408-AL,Colombia,21.96
2018-07-17,851234006364-AL,Colombia,4.3
2018-07-17,0851234006500-AL,Colombia,3.54
2018-07-17,0851234006500-AL,Costa Rica,3.54
2018-07-17,0851234006500-AL,Sumatra,3.54
2018-07-17,0851234006500-AL,Ethiopia,3.54
2018-07-17,0851234006170-AL,Sumatra,2.13
2018-07-17,0851234006187-AL,Costa Rica,2.13
2018-07-19,0851234006408-AL,Colombia,7.32
2018-07-19,0851234006408-AL,Colombia,29.28
2018-07-20,0851234006500-AL,Colombia,2.9499999999999997
2018-07-20,0851234006500-AL,Costa Rica,2.9499999999999997
2018-07-20,0851234006500-AL,Sumatra,2.9499999999999997
2018-07-20,0851234006500-AL,Ethiopia,2.9499999999999997
2018-07-24,0851234006500-AL,Colombia,1.18
2018-07-24,0851234006500-AL,Costa Rica,1.18
2018-07-24,0851234006500-AL,Sumatra,1.18
2018-07-24,0851234006500-AL,Ethiopia,1.18
2018-07-26,0851234006500-AL,Colombia,1.77
2018-07-26,0851234006500-AL,Costa Rica,1.77
2018-07-26,0851234006500-AL,Sumatra,1.77
2018-07-26,0851234006500-AL,Ethiopia,1.77
2018-07-26,851234006364-AL,Colombia,4.3
2018-07-26,0851234006200-AL,DCF Colombia,4.26
2018-07-27,0851234006500-AL,Colombia,1.18
2018-07-27,0851234006500-AL,Costa Rica,1.18
2018-07-27,0851234006500-AL,Sumatra,1.18
2018-07-27,0851234006500-AL,Ethiopia,1.18
2018-07-27,851234006364-AL,Colombia,6.449999999999999
2018-07-27,0851234006500-AL,Colombia,0.59
2018-07-27,0851234006500-AL,Costa Rica,0.59
2018-07-27,0851234006500-AL,Sumatra,0.59
2018-07-27,0851234006500-AL,Ethiopia,0.59
2018-07-27,0851234006187-AL,Costa Rica,4.26
2018-07-31,0851234006187-AL,Costa Rica,357.84
2018-07-31,0851234006200-AL,DCF Colombia,4.26
2018-07-31,0851234006500-AL,Colombia,0.59
2018-07-31,0851234006500-AL,Costa Rica,0.59
2018-07-31,0851234006500-AL,Sumatra,0.59
2018-07-31,0851234006500-AL,Ethiopia,0.59
2018-08-06,0851234006500-AL,Colombia,75.52
2018-08-06,0851234006500-AL,Costa Rica,75.52
2018-08-06,0851234006500-AL,Sumatra,75.52
2018-08-06,0851234006500-AL,Ethiopia,75.52
2018-08-06,0851234006408-AL,Colombia,1098
2018-08-06,0851234006500-AL,Colombia,2.36
2018-08-06,0851234006500-AL,Costa Rica,2.36
2018-08-06,0851234006500-AL,Sumatra,2.36
2018-08-06,0851234006500-AL,Ethiopia,2.36
2018-08-08,0851234006163-AL,Ethiopia,357.84
2018-08-09,0851234006408-AL,Colombia,7.32
2018-08-09,0851234006500-AL,Colombia,1.18
2018-08-09,0851234006500-AL,Costa Rica,1.18
2018-08-09,0851234006500-AL,Sumatra,1.18
2018-08-09,0851234006500-AL,Ethiopia,1.18
2018-08-09,0851234006408-AL,Colombia,65.88
2018-08-09,0851234006170-AL,Sumatra,6.39
2018-08-09,0851234006500-AL,Colombia,2.36
2018-08-09,0851234006500-AL,Costa Rica,2.36
2018-08-09,0851234006500-AL,Sumatra,2.36
2018-08-09,0851234006500-AL,Ethiopia,2.36
2018-08-09,851234006364-AL,Colombia,4.3
2018-08-09,0851234006408-AL,Colombia,7.32
2018-08-10,0851234006408-AL,Colombia,7.32
2018-08-14,0851234006500-AL,Colombia,75.52
2018-08-14,0851234006500-AL,Costa Rica,75.52
2018-08-14,0851234006500-AL,Sumatra,75.52
2018-08-14,0851234006500-AL,Ethiopia,75.52
2018-08-16,0851234006408-AL,Colombia,7.32
2018-08-16,0851234006500-AL,Colombia,1.18
2018-08-16,0851234006500-AL,Costa Rica,1.18
2018-08-16,0851234006500-AL,Sumatra,1.18
2018-08-16,0851234006500-AL,Ethiopia,1.18
2018-08-16,0851234006500-AL,Colombia,0.59
2018-08-16,0851234006500-AL,Costa Rica,0.59
2018-08-16,0851234006500-AL,Sumatra,0.59
2018-08-16,0851234006500-AL,Ethiopia,0.59
2018-08-16,851234006364-AL,Colombia,2.15
2018-08-16,0851234006500-AL,Colombia,2.36
2018-08-16,0851234006500-AL,Costa Rica,2.36
2018-08-16,0851234006500-AL,Sumatra,2.36
2018-08-16,0851234006500-AL,Ethiopia,2.36
2018-08-16,0851234006170-AL,Sumatra,4.26
2018-08-16,0851234006408-AL,Colombia,29.28
2018-08-17,0851234006159-AL,Colombia,357.84
2018-08-17,0851234006408-AL,Colombia,732
2018-08-17,0851234006500-AL,Colombia,0.59
2018-08-17,0851234006500-AL,Costa Rica,0.59
2018-08-17,0851234006500-AL,Sumatra,0.59
2018-08-17,0851234006500-AL,Ethiopia,0.59
2018-08-21,0851234006408-AL,Colombia,7.32
2018-08-21,0851234006500-AL,Colombia,0.59
2018-08-21,0851234006500-AL,Costa Rica,0.59
2018-08-21,0851234006500-AL,Sumatra,0.59
2018-08-21,0851234006500-AL,Ethiopia,0.59
2018-08-21,0851234006408-AL,Colombia,7.32
2018-08-22,0851234006500-AL,Colombia,23.009999999999998
2018-08-22,0851234006500-AL,Costa Rica,23.009999999999998
2018-08-22,0851234006500-AL,Sumatra,23.009999999999998
2018-08-22,0851234006500-AL,Ethiopia,23.009999999999998
2018-08-22,0851234006500-AL,Colombia,3.54
2018-08-22,0851234006500-AL,Costa Rica,3.54
2018-08-22,0851234006500-AL,Sumatra,3.54
2018-08-22,0851234006500-AL,Ethiopia,3.54
2018-08-22,0851234006500-AL,Colombia,7.08
2018-08-22,0851234006500-AL,Costa Rica,7.08
2018-08-22,0851234006500-AL,Sumatra,7.08
2018-08-22,0851234006500-AL,Ethiopia,7.08
2018-08-23,0851234006500-AL,Colombia,0.59
2018-08-23,0851234006500-AL,Costa Rica,0.59
2018-08-23,0851234006500-AL,Sumatra,0.59
2018-08-23,0851234006500-AL,Ethiopia,0.59
2018-08-24,0851234006187-AL,Costa Rica,357.84
2018-08-27,0851234006163-AL,Ethiopia,-2.13
2018-08-27,0851234006187-AL,Costa Rica,2.13
2018-08-27,0851234006159-AL,Colombia,2.13
2018-08-27,0851234006500-AL,Colombia,1.18
2018-08-27,0851234006500-AL,Costa Rica,1.18
2018-08-27,0851234006500-AL,Sumatra,1.18
2018-08-27,0851234006500-AL,Ethiopia,1.18
2018-08-28,0851234006500-AL,Colombia,0.59
2018-08-28,0851234006500-AL,Costa Rica,0.59
2018-08-28,0851234006500-AL,Sumatra,0.59
2018-08-28,0851234006500-AL,Ethiopia,0.59
2018-08-28,0851234006408-AL,Colombia,29.28
2018-08-29,0851234006408-AL,Colombia,14.64
2018-08-29,0851234006500-AL,Colombia,2.9499999999999997
2018-08-29,0851234006500-AL,Costa Rica,2.9499999999999997
2018-08-29,0851234006500-AL,Sumatra,2.9499999999999997
2018-08-29,0851234006500-AL,Ethiopia,2.9499999999999997
2018-08-29,0851234006163-AL,Ethiopia,2.13
2018-08-29,0851234006408-AL,Colombia,131.76
2018-08-29,0851234006163-AL,Ethiopia,6.39
2018-08-29,0851234006170-AL,Sumatra,2.13
2018-08-30,0851234006408-AL,Colombia,1098
2018-08-30,0851234006500-AL,Colombia,75.52
2018-08-30,0851234006500-AL,Costa Rica,75.52
2018-08-30,0851234006500-AL,Sumatra,75.52
2018-08-30,0851234006500-AL,Ethiopia,75.52
2018-08-30,0851234006163-AL,Ethiopia,2.13
2018-08-31,0851234006500-AL,Colombia,0.59
2018-08-31,0851234006500-AL,Costa Rica,0.59
2018-08-31,0851234006500-AL,Sumatra,0.59
2018-08-31,0851234006500-AL,Ethiopia,0.59
2018-08-31,851234006364-AL,Colombia,2.15
2018-09-05,0851234006408-AL,Colombia,7.32
2018-09-05,0851234006500-AL,Colombia,0.59
2018-09-05,0851234006500-AL,Costa Rica,0.59
2018-09-05,0851234006500-AL,Sumatra,0.59
2018-09-05,0851234006500-AL,Ethiopia,0.59
2018-09-06,0851234006170-AL,Sumatra,357.84
2018-09-06,0851234006500-AL,Colombia,0.59
2018-09-06,0851234006500-AL,Costa Rica,0.59
2018-09-06,0851234006500-AL,Sumatra,0.59
2018-09-06,0851234006500-AL,Ethiopia,0.59
2018-09-06,0851234006163-AL,Ethiopia,2.13
2018-09-06,0851234006187-AL,Costa Rica,2.13
2018-09-06,0851234006170-AL,Sumatra,2.13
2018-09-06,0851234006200-AL,DCF Colombia,2.13
2018-09-06,0851234006159-AL,Colombia,2.13
2018-09-06,0851234006408-AL,Colombia,7.32
2018-09-07,0851234006408-AL,Colombia,36.6
2018-09-07,0851234006170-AL,Sumatra,2.13
2018-09-10,0851234006163-AL,Ethiopia,2.13
2018-09-11,0851234006187-AL,Costa Rica,357.84
2018-09-11,0851234006159-AL,Colombia,357.84
2018-09-13,0851234006408-AL,Colombia,51.24
2018-09-13,0851234006187-AL,Costa Rica,2.13
2018-09-13,0851234006159-AL,Colombia,2.13
2018-09-13,851234006364-AL,Colombia,23.65
2018-09-19,0851234006500-AL,Colombia,1.18
2018-09-19,0851234006500-AL,Costa Rica,1.18
2018-09-19,0851234006500-AL,Sumatra,1.18
2018-09-19,0851234006500-AL,Ethiopia,1.18
2018-09-19,0851234006408-AL,Colombia,14.64
2018-09-19,851234006364-AL,Colombia,4.3
2018-09-19,0851234006159-AL,Colombia,2.13
2018-09-20,851234006364-AL,Colombia,4.3
2018-09-20,0851234006500-AL,Colombia,1.77
2018-09-20,0851234006500-AL,Costa Rica,1.77
2018-09-20,0851234006500-AL,Sumatra,1.77
2018-09-20,0851234006500-AL,Ethiopia,1.77
2018-09-20,0851234006500-AL,Colombia,4.13
2018-09-20,0851234006500-AL,Costa Rica,4.13
2018-09-20,0851234006500-AL,Sumatra,4.13
2018-09-20,0851234006500-AL,Ethiopia,4.13
2018-09-21,0851234006408-AL,Colombia,1098
2018-09-21,0851234006187-AL,Costa Rica,95.85
2018-09-21,0851234006500-AL,Colombia,0.59
2018-09-21,0851234006500-AL,Costa Rica,0.59
2018-09-21,0851234006500-AL,Sumatra,0.59
2018-09-21,0851234006500-AL,Ethiopia,0.59
2018-09-21,0851234006500-AL,Colombia,5.31
2018-09-21,0851234006500-AL,Costa Rica,5.31
2018-09-21,0851234006500-AL,Sumatra,5.31
2018-09-21,0851234006500-AL,Ethiopia,5.31
2018-09-26,0851234006500-AL,Colombia,0.59
2018-09-26,0851234006500-AL,Costa Rica,0.59
2018-09-26,0851234006500-AL,Sumatra,0.59
2018-09-26,0851234006500-AL,Ethiopia,0.59
2018-09-26,0851234006408-AL,Colombia,65.88
2018-09-26,0851234006170-AL,Sumatra,2.13
2018-09-26,0851234006187-AL,Costa Rica,2.13
2018-09-28,0851234006500-AL,Colombia,4.13
2018-09-28,0851234006500-AL,Costa Rica,4.13
2018-09-28,0851234006500-AL,Sumatra,4.13
2018-09-28,0851234006500-AL,Ethiopia,4.13
2018-10-02,0851234006159-AL,Colombia,357.84
2018-10-02,0851234006200-AL,DCF Colombia,102.24
2018-10-02,0851234006187-AL,Costa Rica,357.84
2018-10-05,0851234006500-AL,Colombia,0.59
2018-10-05,0851234006500-AL,Costa Rica,0.59
2018-10-05,0851234006500-AL,Sumatra,0.59
2018-10-05,0851234006500-AL,Ethiopia,0.59
2018-10-05,851234006364-AL,Colombia,10.75
2018-10-05,851234006364-AL,Colombia,6.449999999999999
2018-10-05,0851234006500-AL,Colombia,8.85
2018-10-05,0851234006500-AL,Costa Rica,8.85
2018-10-05,0851234006500-AL,Sumatra,8.85
2018-10-05,0851234006500-AL,Ethiopia,8.85
2018-10-05,0851234006500-AL,Colombia,4.13
2018-10-05,0851234006500-AL,Costa Rica,4.13
2018-10-05,0851234006500-AL,Sumatra,4.13
2018-10-05,0851234006500-AL,Ethiopia,4.13
2018-10-05,0851234006170-AL,Sumatra,8.52
2018-10-05,0851234006408-AL,Colombia,43.92
2018-10-05,0851234006500-AL,Colombia,2.36
2018-10-05,0851234006500-AL,Costa Rica,2.36
2018-10-05,0851234006500-AL,Sumatra,2.36
2018-10-05,0851234006500-AL,Ethiopia,2.36
2018-10-05,0851234006187-AL,Costa Rica,4.26
2018-10-05,0851234006500-AL,Colombia,5.8999999999999995
2018-10-05,0851234006500-AL,Costa Rica,5.8999999999999995
2018-10-05,0851234006500-AL,Sumatra,5.8999999999999995
2018-10-05,0851234006500-AL,Ethiopia,5.8999999999999995
2018-10-10,0851234006170-AL,Sumatra,357.84
2018-10-10,0851234006408-AL,Colombia,1098
2018-10-10,0851234006187-AL,Costa Rica,357.84
2018-10-12,0851234006408-AL,Colombia,21.96
2018-10-12,0851234006500-AL,Colombia,1.18
2018-10-12,0851234006500-AL,Costa Rica,1.18
2018-10-12,0851234006500-AL,Sumatra,1.18
2018-10-12,0851234006500-AL,Ethiopia,1.18
2018-10-12,851234006364-AL,Colombia,4.3
2018-10-12,851234006364-AL,Colombia,19.349999999999998
2018-10-12,0851234006500-AL,Colombia,5.31
2018-10-12,0851234006500-AL,Costa Rica,5.31
2018-10-12,0851234006500-AL,Sumatra,5.31
2018-10-12,0851234006500-AL,Ethiopia,5.31
2018-10-12,0851234006500-AL,Colombia,0.59
2018-10-12,0851234006500-AL,Costa Rica,0.59
2018-10-12,0851234006500-AL,Sumatra,0.59
2018-10-12,0851234006500-AL,Ethiopia,0.59
2018-10-12,0851234006500-AL,Colombia,0.59
2018-10-12,0851234006500-AL,Costa Rica,0.59
2018-10-12,0851234006500-AL,Sumatra,0.59
2018-10-12,0851234006500-AL,Ethiopia,0.59
2018-10-12,0851234006408-AL,Colombia,7.32
2018-10-12,0851234006500-AL,Colombia,1.77
2018-10-12,0851234006500-AL,Costa Rica,1.77
2018-10-12,0851234006500-AL,Sumatra,1.77
2018-10-12,0851234006500-AL,Ethiopia,1.77
2018-10-15,0851234006187-AL,Costa Rica,4.26
2018-10-15,0851234006163-AL,Ethiopia,4.26
2018-10-15,0851234006159-AL,Colombia,4.26
2018-10-15,0851234006170-AL,Sumatra,4.26
2018-10-17,0851234006408-AL,Colombia,29.28
2018-10-17,0851234006408-AL,Colombia,7.32
2018-10-17,0851234006500-AL,Colombia,0.59
2018-10-17,0851234006500-AL,Costa Rica,0.59
2018-10-17,0851234006500-AL,Sumatra,0.59
2018-10-17,0851234006500-AL,Ethiopia,0.59
2018-10-17,851234006364-AL,Colombia,45.15
2018-10-17,0851234006500-AL,Colombia,12.979999999999999
2018-10-17,0851234006500-AL,Costa Rica,12.979999999999999
2018-10-17,0851234006500-AL,Sumatra,12.979999999999999
2018-10-17,0851234006500-AL,Ethiopia,12.979999999999999
2018-10-17,851234006364-AL,Colombia,15.049999999999999
2018-10-19,0851234006500-AL,Colombia,75.52
2018-10-19,0851234006500-AL,Costa Rica,75.52
2018-10-19,0851234006500-AL,Sumatra,75.52
2018-10-19,0851234006500-AL,Ethiopia,75.52
2018-10-24,0851234006408-AL,Colombia,14.64
2018-10-26,0851234006500-AL,Colombia,1.77
2018-10-26,0851234006500-AL,Costa Rica,1.77
2018-10-26,0851234006500-AL,Sumatra,1.77
2018-10-26,0851234006500-AL,Ethiopia,1.77
2018-10-31,0851234006500-AL,Colombia,6.489999999999999
2018-10-31,0851234006500-AL,Costa Rica,6.489999999999999
2018-10-31,0851234006500-AL,Sumatra,6.489999999999999
2018-10-31,0851234006500-AL,Ethiopia,6.489999999999999
2018-10-31,0851234006408-AL,Colombia,87.84
2018-11-06,0851234006500-AL,Colombia,1.18
2018-11-06,0851234006500-AL,Costa Rica,1.18
2018-11-06,0851234006500-AL,Sumatra,1.18
2018-11-06,0851234006500-AL,Ethiopia,1.18
2018-11-07,0851234006500-AL,Colombia,2.9499999999999997
2018-11-07,0851234006500-AL,Costa Rica,2.9499999999999997
2018-11-07,0851234006500-AL,Sumatra,2.9499999999999997
2018-11-07,0851234006500-AL,Ethiopia,2.9499999999999997
2018-11-09,0851234006163-AL,Ethiopia,357.84
2018-11-09,0851234006408-AL,Colombia,1098
2018-11-09,0851234006500-AL,Colombia,0.59
2018-11-09,0851234006500-AL,Costa Rica,0.59
2018-11-09,0851234006500-AL,Sumatra,0.59
2018-11-09,0851234006500-AL,Ethiopia,0.59
2018-11-12,0851234006159-AL,Colombia,4.26
2018-11-15,0851234006163-AL,Ethiopia,2.13
2018-11-15,0851234006500-AL,Colombia,75.52
2018-11-15,0851234006500-AL,Costa Rica,75.52
2018-11-15,0851234006500-AL,Sumatra,75.52
2018-11-15,0851234006500-AL,Ethiopia,75.52
2018-11-15,0851234006187-AL,Costa Rica,357.84
2018-11-15,0851234006159-AL,Colombia,357.84
2018-11-15,0851234006500-AL,Colombia,2.9499999999999997
2018-11-15,0851234006500-AL,Costa Rica,2.9499999999999997
2018-11-15,0851234006500-AL,Sumatra,2.9499999999999997
2018-11-15,0851234006500-AL,Ethiopia,2.9499999999999997
2018-11-15,0851234006500-AL,Colombia,5.8999999999999995
2018-11-15,0851234006500-AL,Costa Rica,5.8999999999999995
2018-11-15,0851234006500-AL,Sumatra,5.8999999999999995
2018-11-15,0851234006500-AL,Ethiopia,5.8999999999999995
2018-11-15,0851234006187-AL,Costa Rica,12.78
2018-11-15,0851234006408-AL,Colombia,29.28
2018-11-15,0851234006500-AL,Colombia,1.77
2018-11-15,0851234006500-AL,Costa Rica,1.77
2018-11-15,0851234006500-AL,Sumatra,1.77
2018-11-15,0851234006500-AL,Ethiopia,1.77
2018-11-15,0851234006200-AL,DCF Colombia,4.26
2018-11-16,0851234006500-AL,Colombia,0.59
2018-11-16,0851234006500-AL,Costa Rica,0.59
2018-11-16,0851234006500-AL,Sumatra,0.59
2018-11-16,0851234006500-AL,Ethiopia,0.59
2018-11-19,851234006364-AL,Colombia,4.3
2018-11-20,851234006194-AL,Colombia,-133.86
2018-11-21,0851234006170-AL,Sumatra,357.84
2018-11-21,0851234006200-AL,DCF Colombia,51.12
2018-11-21,0851234006187-AL,Costa Rica,357.84
2018-11-21,0851234006408-AL,Colombia,29.28
2018-11-21,0851234006500-AL,Colombia,4.72
2018-11-21,0851234006500-AL,Costa Rica,4.72
2018-11-21,0851234006500-AL,Sumatra,4.72
2018-11-21,0851234006500-AL,Ethiopia,4.72
2018-11-21,0851234006500-AL,Colombia,9.44
2018-11-21,0851234006500-AL,Costa Rica,9.44
2018-11-21,0851234006500-AL,Sumatra,9.44
2018-11-21,0851234006500-AL,Ethiopia,9.44
2018-11-21,0851234006500-AL,Colombia,2.9499999999999997
2018-11-21,0851234006500-AL,Costa Rica,2.9499999999999997
2018-11-21,0851234006500-AL,Sumatra,2.9499999999999997
2018-11-21,0851234006500-AL,Ethiopia,2.9499999999999997
2018-11-27,0851234006159-AL,Colombia,6.39
2018-11-27,0851234006187-AL,Costa Rica,4.26
2018-11-27,0851234006163-AL,Ethiopia,2.13
2018-11-28,0851234006200-AL,DCF Colombia,2.13
2018-11-28,851234006364-AL,Colombia,4.3
2018-11-28,0851234006500-AL,Colombia,1.18
2018-11-28,0851234006500-AL,Costa Rica,1.18
2018-11-28,0851234006500-AL,Sumatra,1.18
2018-11-28,0851234006500-AL,Ethiopia,1.18
2018-11-28,0851234006500-AL,Colombia,2.9499999999999997
2018-11-28,0851234006500-AL,Costa Rica,2.9499999999999997
2018-11-28,0851234006500-AL,Sumatra,2.9499999999999997
2018-11-28,0851234006500-AL,Ethiopia,2.9499999999999997
2018-11-28,0851234006200-AL,DCF Colombia,2.13
2018-11-28,851234006364-AL,Colombia,2.15
2018-11-28,0851234006500-AL,Colombia,2.9499999999999997
2018-11-28,0851234006500-AL,Costa Rica,2.9499999999999997
2018-11-28,0851234006500-AL,Sumatra,2.9499999999999997
2018-11-28,0851234006500-AL,Ethiopia,2.9499999999999997
2018-11-28,0851234006163-AL,Ethiopia,2.13
2018-11-28,0851234006159-AL,Colombia,2.13
2018-12-05,851234006364-AL,Colombia,2.15
2018-12-05,0851234006500-AL,Colombia,5.31
2018-12-05,0851234006500-AL,Costa Rica,5.31
2018-12-05,0851234006500-AL,Sumatra,5.31
2018-12-05,0851234006500-AL,Ethiopia,5.31
2018-12-05,0851234006500-AL,Colombia,3.54
2018-12-05,0851234006500-AL,Costa Rica,3.54
2018-12-05,0851234006500-AL,Sumatra,3.54
2018-12-05,0851234006500-AL,Ethiopia,3.54
2018-12-05,851234006364-AL,Colombia,8.6
2018-12-12,0851234006500-AL,Colombia,0.59
2018-12-12,0851234006500-AL,Costa Rica,0.59
2018-12-12,0851234006500-AL,Sumatra,0.59
2018-12-12,0851234006500-AL,Ethiopia,0.59
2018-12-12,0851234006187-AL,Costa Rica,2.13
2018-12-12,851234006364-AL,Colombia,2.15
2018-12-12,851234006364-AL,Colombia,10.75
2018-12-12,851234006364-AL,Colombia,21.5
2018-12-14,851234006364-AL,Colombia,2.15
2018-12-14,0851234006408-AL,Colombia,1098
2018-12-18,0851234006163-AL,Ethiopia,2.13
2018-12-18,0851234006187-AL,Costa Rica,6.39
2018-12-18,0851234006500-AL,Colombia,2.36
2018-12-18,0851234006500-AL,Costa Rica,2.36
2018-12-18,0851234006500-AL,Sumatra,2.36
2018-12-18,0851234006500-AL,Ethiopia,2.36
2018-12-21,0851234006500-AL,Colombia,1.18
2018-12-21,0851234006500-AL,Costa Rica,1.18
2018-12-21,0851234006500-AL,Sumatra,1.18
2018-12-21,0851234006500-AL,Ethiopia,1.18
2018-12-27,0851234006170-AL,Sumatra,2.13
2018-12-27,0851234006187-AL,Costa Rica,19.169999999999998
2018-12-27,851234006194-AL,Colombia,1.94
2019-01-03,0851234006500-AL,Colombia,75.52
2019-01-03,0851234006500-AL,Costa Rica,75.52
2019-01-03,0851234006500-AL,Sumatra,75.52
2019-01-03,0851234006500-AL,Ethiopia,75.52
2019-01-03,0851234006159-AL,Colombia,357.84
2019-01-03,0851234006408-AL,Colombia,1098
2019-01-03,0851234006187-AL,Costa Rica,357.84
2019-01-03,0851234006159-AL,Colombia,2.13
2019-01-03,0851234006170-AL,Sumatra,2.13
2019-01-03,0851234006500-AL,Colombia,0.59
2019-01-03,0851234006500-AL,Costa Rica,0.59
2019-01-03,0851234006500-AL,Sumatra,0.59
2019-01-03,0851234006500-AL,Ethiopia,0.59
2019-01-03,0851234006163-AL,Ethiopia,2.13
2019-01-09,851234006364-AL,Colombia,2.15
2019-01-09,0851234006500-AL,Colombia,2.36
2019-01-09,0851234006500-AL,Costa Rica,2.36
2019-01-09,0851234006500-AL,Sumatra,2.36
2019-01-09,0851234006500-AL,Ethiopia,2.36
2019-01-10,0851234006159-AL,Colombia,4.26
2019-01-10,0851234006187-AL,Costa Rica,2.13
2019-01-10,0851234006170-AL,Sumatra,2.13
2019-01-10,0851234006500-AL,Colombia,0.59
2019-01-10,0851234006500-AL,Costa Rica,0.59
2019-01-10,0851234006500-AL,Sumatra,0.59
2019-01-10,0851234006500-AL,Ethiopia,0.59
2019-01-10,0851234006500-AL,Colombia,1.18
2019-01-10,0851234006500-AL,Costa Rica,1.18
2019-01-10,0851234006500-AL,Sumatra,1.18
2019-01-10,0851234006500-AL,Ethiopia,1.18
2019-01-11,0851234006500-AL,Colombia,1.77
2019-01-11,0851234006500-AL,Costa Rica,1.77
2019-01-11,0851234006500-AL,Sumatra,1.77
2019-01-11,0851234006500-AL,Ethiopia,1.77
2019-01-11,851234006364-AL,Colombia,4.3
2019-01-11,0851234006200-AL,DCF Colombia,51.12
2019-01-17,0851234006500-AL,Colombia,0.59
2019-01-17,0851234006500-AL,Costa Rica,0.59
2019-01-17,0851234006500-AL,Sumatra,0.59
2019-01-17,0851234006500-AL,Ethiopia,0.59
2019-01-18,0851234006163-AL,Ethiopia,2.13
2019-01-24,0851234006200-AL,DCF Colombia,0.7029
2019-01-25,0851234006408-AL,Colombia,29.28
2019-01-25,0851234006408-AL,Colombia,14.64
2019-01-25,0851234006408-AL,Colombia,7.32
2019-01-28,0851234006500-AL,Colombia,1.18
2019-01-28,0851234006500-AL,Costa Rica,1.18
2019-01-28,0851234006500-AL,Sumatra,1.18
2019-01-28,0851234006500-AL,Ethiopia,1.18
2019-01-30,0851234006500-AL,Colombia,151.04
2019-01-30,0851234006500-AL,Costa Rica,151.04
2019-01-30,0851234006500-AL,Sumatra,151.04
2019-01-30,0851234006500-AL,Ethiopia,151.04
2019-01-30,0851234006200-AL,DCF Colombia,51.12
2019-01-30,0851234006159-AL,Colombia,357.84
2019-01-30,0851234006170-AL,Sumatra,357.84
2019-01-30,0851234006187-AL,Costa Rica,715.68
2019-01-30,0851234006408-AL,Colombia,1098
2019-01-31,851234006364-AL,Colombia,2.15
2019-01-31,0851234006170-AL,Sumatra,2.13
2019-02-06,0851234006408-AL,Colombia,7.32
2019-02-07,0851234006170-AL,Sumatra,2.13
2019-02-07,0851234006500-AL,Colombia,1.77
2019-02-07,0851234006500-AL,Costa Rica,1.77
2019-02-07,0851234006500-AL,Sumatra,1.77
2019-02-07,0851234006500-AL,Ethiopia,1.77
2019-02-07,0851234006408-AL,Colombia,7.32
2019-02-15,851234006364-AL,Colombia,2.15
2019-02-15,0851234006408-AL,Colombia,14.64
2019-02-19,0851234006187-AL,Costa Rica,357.84
2019-02-19,0851234006200-AL,DCF Colombia,102.24
2019-02-19,0851234006408-AL,Colombia,1098
2019-02-19,0851234006163-AL,Ethiopia,357.84
2019-02-19,0851234006500-AL,Colombia,75.52
2019-02-19,0851234006500-AL,Costa Rica,75.52
2019-02-19,0851234006500-AL,Sumatra,75.52
2019-02-19,0851234006500-AL,Ethiopia,75.52
2019-02-19,0851234006408-AL,Colombia,7.32
2019-02-20,0851234006408-AL,Colombia,58.56
2019-02-20,851234006364-AL,Colombia,4.3
2019-02-20,0851234006500-AL,Colombia,1.77
2019-02-20,0851234006500-AL,Costa Rica,1.77
2019-02-20,0851234006500-AL,Sumatra,1.77
2019-02-20,0851234006500-AL,Ethiopia,1.77
2019-02-20,0851234006408-AL,Colombia,7.32
2019-02-20,0851234006163-AL,Ethiopia,2.13
2019-02-20,0851234006500-AL,Colombia,3.54
2019-02-20,0851234006500-AL,Costa Rica,3.54
2019-02-20,0851234006500-AL,Sumatra,3.54
2019-02-20,0851234006500-AL,Ethiopia,3.54
2019-02-20,0851234006408-AL,Colombia,21.96
2019-02-20,0851234006170-AL,Sumatra,4.26
2019-02-20,851234006364-AL,Colombia,2.15
2019-02-20,0851234006200-AL,DCF Colombia,2.13
2019-02-27,0851234006408-AL,Colombia,21.96
2019-02-27,0851234006200-AL,DCF Colombia,2.13
2019-02-27,0851234006159-AL,Colombia,2.13
2019-02-27,0851234006408-AL,Colombia,73.2
2019-02-27,0851234006187-AL,Costa Rica,2.13
2019-02-27,0851234006170-AL,Sumatra,2.13
